source,relation,target,confidence,evidence
绿色低碳与环保,has_pain_point,矿山碳排放核算不准确,0.94,"{""source_id"": ""U01"", ""field"": ""有什么问题（痛点）"", ""scene"": ""绿色低碳与环保""}"
绿色低碳与环保,has_pain_point,粉尘/噪声污染治理手段落后,0.94,"{""source_id"": ""U01"", ""field"": ""有什么问题（痛点）"", ""scene"": ""绿色低碳与环保""}"
绿色低碳与环保,has_pain_point,绿色矿山评价缺乏数据支撑,0.94,"{""source_id"": ""U01"", ""field"": ""有什么问题（痛点）"", ""scene"": ""绿色低碳与环保""}"
选矿/洗煤生产,has_pain_point,在线检测滞后，无法实时反馈,0.94,"{""source_id"": ""U01"", ""field"": ""有什么问题（痛点）"", ""scene"": ""选矿/洗煤生产""}"
选矿/洗煤生产,has_pain_point,尾矿品位偏高，回收率不稳定,0.94,"{""source_id"": ""U01"", ""field"": ""有什么问题（痛点）"", ""scene"": ""选矿/洗煤生产""}"
选矿/洗煤生产,has_pain_point,核心分选设备（重介旋流器/浮选机）智能化程度低,0.94,"{""source_id"": ""U01"", ""field"": ""有什么问题（痛点）"", ""scene"": ""选矿/洗煤生产""}"
选矿/洗煤生产,has_pain_point,选矿/洗煤工艺参数人工调节，产品质量波动,0.94,"{""source_id"": ""U01"", ""field"": ""有什么问题（痛点）"", ""scene"": ""选矿/洗煤生产""}"
选矿/洗煤生产,has_pain_point,选矿过程能耗高、药剂消耗大,0.94,"{""source_id"": ""U01"", ""field"": ""有什么问题（痛点）"", ""scene"": ""选矿/洗煤生产""}"
露天矿卡车运输,has_pain_point,大型矿卡人力成本高，司机招聘难,0.94,"{""source_id"": ""U01"", ""field"": ""有什么问题（痛点）"", ""scene"": ""露天矿卡车运输""}"
露天矿卡车运输,has_pain_point,燃油消耗大，碳排放高,0.94,"{""source_id"": ""U01"", ""field"": ""有什么问题（痛点）"", ""scene"": ""露天矿卡车运输""}"
露天矿卡车运输,has_pain_point,疲劳驾驶导致安全事故,0.94,"{""source_id"": ""U01"", ""field"": ""有什么问题（痛点）"", ""scene"": ""露天矿卡车运输""}"
露天矿卡车运输,has_pain_point,车辆利用率不高，空驶率高,0.94,"{""source_id"": ""U01"", ""field"": ""有什么问题（痛点）"", ""scene"": ""露天矿卡车运输""}"
露天矿卡车运输,has_pain_point,运输路线固定但调度效率低,0.94,"{""source_id"": ""U01"", ""field"": ""有什么问题（痛点）"", ""scene"": ""露天矿卡车运输""}"
顶板与矿压监测,has_pain_point,冲击地压预警手段不足,0.94,"{""source_id"": ""U01"", ""field"": ""有什么问题（痛点）"", ""scene"": ""顶板与矿压监测""}"
顶板与矿压监测,has_pain_point,围岩变形监测手段单一,0.94,"{""source_id"": ""U01"", ""field"": ""有什么问题（痛点）"", ""scene"": ""顶板与矿压监测""}"
顶板与矿压监测,has_pain_point,大采高/放顶煤工作面矿压显现复杂,0.94,"{""source_id"": ""U01"", ""field"": ""有什么问题（痛点）"", ""scene"": ""顶板与矿压监测""}"
顶板与矿压监测,has_pain_point,支架工作阻力监测不连续,0.94,"{""source_id"": ""U01"", ""field"": ""有什么问题（痛点）"", ""scene"": ""顶板与矿压监测""}"
顶板与矿压监测,has_pain_point,顶板来压规律预测精度低,0.94,"{""source_id"": ""U01"", ""field"": ""有什么问题（痛点）"", ""scene"": ""顶板与矿压监测""}"
2024 智能矿山暨无人驾驶行业蓝皮书,mentions,无人驾驶,0.68,"{""source_id"": ""B04"", ""chunk_ids"": [], ""snippets"": []}"
2024 智能矿山暨无人驾驶行业蓝皮书,mentions,成本,0.68,"{""source_id"": ""B04"", ""chunk_ids"": [], ""snippets"": []}"
2024 智能矿山暨无人驾驶行业蓝皮书,mentions,成本,0.68,"{""source_id"": ""B04"", ""chunk_ids"": [], ""snippets"": []}"
2024 智能矿山暨无人驾驶行业蓝皮书,mentions,智能监测,0.68,"{""source_id"": ""B04"", ""chunk_ids"": [""B04-c9f00f6e2dc81c36""], ""snippets"": [""现更高效、安全、环保的开采 作业。 1.1 智能矿山概念与无人驾驶关系 数据来源：公开资料，亿矿通 1.1.1 智能矿山概念的起源 全面感知 数据精准采集 环境智能监测 实时互联 数据无缝传输 网络化系统协同 分析决策 智能决策支持 策略智能优化 协同控制 智能化操作控制 自动化任务调度 动态预测 实时趋势分析 预测性风险评估 自主学习 自适应算法优化 机器学习模式识别 智能矿山 1.1.2 智能矿山引领""]}"
2024 智能矿山暨无人驾驶行业蓝皮书,mentions,人工智能,0.68,"{""source_id"": ""B04"", ""chunk_ids"": [], ""snippets"": []}"
2024 智能矿山暨无人驾驶行业蓝皮书,mentions,大数据,0.68,"{""source_id"": ""B04"", ""chunk_ids"": [], ""snippets"": []}"
2024 智能矿山暨无人驾驶行业蓝皮书,mentions,无人化,0.68,"{""source_id"": ""B04"", ""chunk_ids"": [], ""snippets"": []}"
2024 智能矿山暨无人驾驶行业蓝皮书,mentions,物联网,0.68,"{""source_id"": ""B04"", ""chunk_ids"": [], ""snippets"": []}"
2024 智能矿山暨无人驾驶行业蓝皮书完整报告页,mentions,无人驾驶,0.68,"{""source_id"": ""B05"", ""chunk_ids"": [], ""snippets"": []}"
2024 智能矿山暨无人驾驶行业蓝皮书完整报告页,mentions,成本,0.68,"{""source_id"": ""B05"", ""chunk_ids"": [], ""snippets"": []}"
2024 智能矿山暨无人驾驶行业蓝皮书完整报告页,mentions,人才,0.68,"{""source_id"": ""B05"", ""chunk_ids"": [], ""snippets"": []}"
2024 智能矿山暨无人驾驶行业蓝皮书完整报告页,mentions,成本,0.68,"{""source_id"": ""B05"", ""chunk_ids"": [], ""snippets"": []}"
2024 智能矿山暨无人驾驶行业蓝皮书完整报告页,mentions,AI,0.68,"{""source_id"": ""B05"", ""chunk_ids"": [""B05-1938b2057c5d6680""], ""snippets"": ["" 11页 2024年中国半导体激光加工设备行业概览：智能制造新时代，半导体激光加工设备如何助推产业升级？.pdf 2.92 MB 34页 2024年中国营销行业AI应用发展研究报告-33页.pdf 3.23 MB 51页 先进计算暨算力发展指数蓝皮书（2024年）20250117.pdf 4.73 MB 33页 2024年金融行业智能云盘解决方案.pdf 6.52 MB 32页 中国零食行业蓝皮书-C""]}"
2024 智能矿山暨无人驾驶行业蓝皮书完整报告页,mentions,数字孪生,0.68,"{""source_id"": ""B05"", ""chunk_ids"": [""B05-290a36ac1c0ad550""], ""snippets"": [""程智能管理系统。 * 无人驾驶系统逐步实现规模化应用，未来将与智能矿山深度融合。 4. **智能矿山与无人驾驶产业趋势展望：** * 智能矿山未来三大发展趋势：数字孪生技术平台化服务、无人驾驶技术模块化运营、一体化协同管理智慧中台。 * 无人驾驶技术将逐步从封闭采掘区向半开放、全开放道路拓展，实现矿物运输的全周期服务。 * 海外市场前景广阔，产业链协同将成为中国技术出海的重要策略。 * 无人驾驶企业与工程""]}"
2024 智能矿山暨无人驾驶行业蓝皮书完整报告页,mentions,无人化,0.68,"{""source_id"": ""B05"", ""chunk_ids"": [], ""snippets"": []}"
5G+云+AI：赋能有色矿山数字化转型白皮书,mentions,减人,0.68,"{""source_id"": ""B06"", ""chunk_ids"": [], ""snippets"": []}"
5G+云+AI：赋能有色矿山数字化转型白皮书,mentions,成本,0.68,"{""source_id"": ""B06"", ""chunk_ids"": [], ""snippets"": []}"
5G+云+AI：赋能有色矿山数字化转型白皮书,mentions,提效,0.68,"{""source_id"": ""B06"", ""chunk_ids"": [], ""snippets"": []}"
5G+云+AI：赋能有色矿山数字化转型白皮书,mentions,成本,0.68,"{""source_id"": ""B06"", ""chunk_ids"": [], ""snippets"": []}"
5G+云+AI：赋能有色矿山数字化转型白皮书,mentions,运维,0.68,"{""source_id"": ""B06"", ""chunk_ids"": [], ""snippets"": []}"
5G+云+AI：赋能有色矿山数字化转型白皮书,mentions,5G,0.68,"{""source_id"": ""B06"", ""chunk_ids"": [], ""snippets"": []}"
5G+云+AI：赋能有色矿山数字化转型白皮书,mentions,AI,0.68,"{""source_id"": ""B06"", ""chunk_ids"": [""B06-e2b7417dc92f43b5""], ""snippets"": [""5G+云+AI: 赋能有色矿山数字化转型白皮书 5G+云+AI: 赋能有色矿山数字化转型白皮书 运营商业务网站 English 注销 English 运营商用户 运营商网络解决方案、产品及服务 集团网站 公司信息，社会责任，新闻，展会活动，行业洞察等等 ""]}"
5G+云+AI：赋能有色矿山数字化转型白皮书,mentions,人工智能,0.68,"{""source_id"": ""B06"", ""chunk_ids"": [], ""snippets"": []}"
5G+云+AI：赋能有色矿山数字化转型白皮书,mentions,大数据,0.68,"{""source_id"": ""B06"", ""chunk_ids"": [], ""snippets"": []}"
5G+云+AI：赋能有色矿山数字化转型白皮书,mentions,无人化,0.68,"{""source_id"": ""B06"", ""chunk_ids"": [], ""snippets"": []}"
5G+云+AI：赋能有色矿山数字化转型白皮书,mentions,自动驾驶,0.68,"{""source_id"": ""B06"", ""chunk_ids"": [""B06-e2b7417dc92f43b5""], ""snippets"": [""字化网络 品质专线，撬动ToB业务新增长 云核心网 SPC SVC MEC IPE 服务与软件 软件业务 5G服务 智能运维 精品网 移动网络数字化集成与运营 自动驾驶网络解决方案 无线自动驾驶网络 核心网自动驾驶网络 全光自动驾驶网络 IP自动驾驶网络 存储 One Data Lake解决方案 新一代OceanStor Dorado全闪存存储 OceanStor Pacific分布式存储 计算 智能计算""]}"
5G 未来矿山产业发展论坛发布有色矿山数字化转型白皮书,mentions,减人,0.68,"{""source_id"": ""B07"", ""chunk_ids"": [], ""snippets"": []}"
5G 未来矿山产业发展论坛发布有色矿山数字化转型白皮书,mentions,成本,0.68,"{""source_id"": ""B07"", ""chunk_ids"": [], ""snippets"": []}"
5G 未来矿山产业发展论坛发布有色矿山数字化转型白皮书,mentions,提效,0.68,"{""source_id"": ""B07"", ""chunk_ids"": [], ""snippets"": []}"
5G 未来矿山产业发展论坛发布有色矿山数字化转型白皮书,mentions,成本,0.68,"{""source_id"": ""B07"", ""chunk_ids"": [], ""snippets"": []}"
5G 未来矿山产业发展论坛发布有色矿山数字化转型白皮书,mentions,数据孤岛,0.68,"{""source_id"": ""B07"", ""chunk_ids"": [""B07-bc69ab07e0cbd0f4""], ""snippets"": [""矿山大数据平台构建，除平台基础设施外，主要提供三个子平台：一是全量数据集成平台，集成矿山的老旧应用，最大化使能矿山数字资产；二是一站式数据治理分析平台，解决行业数据孤岛，实现矿山各系统数据共享，效率提升70%；三是AI使能平台，基于成熟的生态合作体系，以及矿山应用的预集成能力，通过构建视觉、听觉、触觉等多维度作业场景分析模型加速矿山AI落地，实现井下6大类20多个子场景的智能识别，支撑矿山核心智能业务。""]}"
5G 未来矿山产业发展论坛发布有色矿山数字化转型白皮书,mentions,一套安全体系,0.68,"{""source_id"": ""B07"", ""chunk_ids"": [""B07-bc69ab07e0cbd0f4""], ""snippets"": [""业有限公司科技与信息化部总经理胥福顺 对于此次白皮书发布，中国工程院院士桂卫华欣然做序，并表示：“白皮书中，清晰提出未来有色矿山‘一副蓝图、一张网络、一个平台、一套安全体系、N个智能应用’的转型架构和实现路径；系统梳理矿石流和业务流各环节智能化场景，给出五大垂直应用和五大水平应用；除技术转型外，白皮书还阐述转型落地中的管理转型体系建设以及关键落地措施，体现技术和管理双轮驱动，将转型推向纵深。白皮书的发布，向我""]}"
5G 未来矿山产业发展论坛发布有色矿山数字化转型白皮书,mentions,一张网,0.68,"{""source_id"": ""B07"", ""chunk_ids"": [""B07-bc69ab07e0cbd0f4""], ""snippets"": [""转型路径”。 中国铜业有限公司科技与信息化部总经理胥福顺 对于此次白皮书发布，中国工程院院士桂卫华欣然做序，并表示：“白皮书中，清晰提出未来有色矿山‘一副蓝图、一张网络、一个平台、一套安全体系、N个智能应用’的转型架构和实现路径；系统梳理矿石流和业务流各环节智能化场景，给出五大垂直应用和五大水平应用；除技术转型外，白皮书还阐述转型落地中的管理转型体系建设以及关键落地措施，体现技术和管理双轮驱动，将转型推""]}"
5G 未来矿山产业发展论坛发布有色矿山数字化转型白皮书,mentions,数据平台,0.68,"{""source_id"": ""B07"", ""chunk_ids"": [""B07-bc69ab07e0cbd0f4""], ""snippets"": [""示出5G+云+AI等新型技术推动工业发展的强大能力和行业协同交叉促进有色工业智能化发展的美好前景。” 中国工程院院士桂卫华 华为协同运营商，可提供端到端的矿山大数据平台构建，除平台基础设施外，主要提供三个子平台：一是全量数据集成平台，集成矿山的老旧应用，最大化使能矿山数字资产；二是一站式数据治理分析平台，解决行业数据孤岛，实现矿山各系统数据共享，效率提升70%；三是AI使能平台，基于成熟的生态合作体系，以""]}"
5G 未来矿山产业发展论坛发布有色矿山数字化转型白皮书,mentions,5G,0.68,"{""source_id"": ""B07"", ""chunk_ids"": [], ""snippets"": []}"
5G 未来矿山产业发展论坛发布有色矿山数字化转型白皮书,mentions,AI,0.68,"{""source_id"": ""B07"", ""chunk_ids"": [], ""snippets"": []}"
5G 未来矿山产业发展论坛发布有色矿山数字化转型白皮书,mentions,大数据,0.68,"{""source_id"": ""B07"", ""chunk_ids"": [], ""snippets"": []}"
5G 未来矿山产业发展论坛发布有色矿山数字化转型白皮书,mentions,无人化,0.68,"{""source_id"": ""B07"", ""chunk_ids"": [], ""snippets"": []}"
ABB Mine Electrification / Next Level Mining 页面,mentions,AI,0.68,"{""source_id"": ""B15"", ""chunk_ids"": [], ""snippets"": []}"
ABB Next Level Mining White Paper,mentions,AI,0.68,"{""source_id"": ""B14"", ""chunk_ids"": [], ""snippets"": []}"
Schneider Electric Mining Operations Excellence White Paper,mentions,AI,0.68,"{""source_id"": ""B18"", ""chunk_ids"": [], ""snippets"": []}"
Schneider Electric Mining Power System White Paper Series,mentions,AI,0.68,"{""source_id"": ""B19"", ""chunk_ids"": [], ""snippets"": []}"
Siemens Mining Industry 页面,mentions,AI,0.68,"{""source_id"": ""B16"", ""chunk_ids"": [], ""snippets"": []}"
Siemens Navigate Mining Industry Challenges with Smarter Connected Strategies,mentions,AI,0.68,"{""source_id"": ""B17"", ""chunk_ids"": [], ""snippets"": []}"
中国电信 5G 智慧矿山终端融合白皮书,mentions,安全管控,0.68,"{""source_id"": ""B12"", ""chunk_ids"": [], ""snippets"": []}"
中国电信 5G 智慧矿山终端融合白皮书,mentions,巡检机器人,0.68,"{""source_id"": ""B12"", ""chunk_ids"": [], ""snippets"": []}"
中国电信 5G 智慧矿山终端融合白皮书,mentions,探放水,0.68,"{""source_id"": ""B12"", ""chunk_ids"": [""B12-96cf8e95125686dc"", ""B12-77fb556b318d3ae6""], ""snippets"": [""控摄像头： 用于主巷道等场景的高清视频监控。 >> 05 皮带AI巡检仪： 运煤皮带巷道，利用摄像头或者巡检仪，辅以云端AI能力，进行皮带异物检测、 跑偏检测、探放水检测、室设备运行状态监测等，提升设备运行状态预报能力，从被动相应变 为主动预防。 3.1.3 非煤矿场景 非煤矿场景分为地面开采和井下开采两种类型，具体场景包括： >> 01 掘（爆破）： 在矿体内装填炸药进行爆破，爆破后矿石形成矿石块； "", ""非煤矿场景包括以下终端类型： 3.1.3 非煤矿场景 05 皮带AI巡检仪：运煤皮带巷道，利用摄像头或者巡检仪，辅以云端AI能力，进行皮带异物检测、 跑偏检测、探放水检测、室设备运行状态监测等，提升设备运行状态预报能力，从被动相应变 为主动预防。 掘（爆破）：在矿体内装填炸药进行爆破，爆破后矿石形成矿石块； 01 铲运车：将矿石运输到溜井处进行汇聚。 02 其他终端需求包括巡检机器人、监控摄像头、有轨电""]}"
